job_id,title,company,location,salary_min,salary_max,salary_currency,experience_min,experience_max,employment_type,remote,description,skills,source,url,posted_date,scraped_at
DE033,Junior Data Engineer,Klook Vietnam,Ho Chi Minh City,,,VND,0.0,3.0,Full-time,False,"Assist data engineering team in ETL pipeline development, database maintenance, data quality monitoring, and writing SQL transformations. Primary technologies include Git, SQL, Linux, Python.",Git|SQL|Linux|Python|dbt|AWS|Pandas|Docker,LinkedIn,https://linkedin.com/jobs/de033,2026-06-21,2026-06-22
DE034,Analytics Engineer,FPT Software,Hanoi,26000000.0,50000000.0,VND,2.0,4.0,Internship,False,"Bridge the gap between data engineering and business analytics. Transform raw transactional data into clean, well-documented, test-driven data models using dbt and SQL. Primary technologies include SQL, Git, AWS, Airflow.",SQL|Git|AWS|Airflow|BigQuery|Python|Tableau|PostgreSQL|dbt|Power BI,LinkedIn,https://linkedin.com/jobs/de034,2026-06-10,2026-06-15
DE035,Big Data Engineer,VinFast,Hanoi,39000000.0,63000000.0,VND,4.0,8.0,Full-time,True,"Build and scale massive distributed storage and processing systems handling terabytes to petabytes of structured and semi-structured log data. Primary technologies include Scala, Hadoop, Flink, Python.",Scala|Hadoop|Flink|Python|Kafka|AWS,ITviec,https://itviec.com/job/de035,2026-02-06,2026-02-09
DE036,Senior Data Engineer,HSBC Vietnam,Ho Chi Minh City,53000000.0,72000000.0,VND,4.0,6.0,Full-time,False,"Architect and optimize high-throughput distributed data systems using Apache Spark, Kafka, and Snowflake/Databricks with strict SLAs. Primary technologies include Docker, BigQuery, Azure, Python.",Docker|BigQuery|Azure|Python|Databricks|Scala|Elasticsearch|Snowflake,ITviec,https://itviec.com/job/de036,2026-05-17,2026-05-22
DE037,Data Engineer,VNG Corporation,Ho Chi Minh City,25000000.0,49000000.0,VND,3.0,4.0,Contract,False,"Design, implement and maintain end-to-end scalable data pipelines and modern data warehouse solutions supporting high-volume business operations. Primary technologies include Docker, Airflow, Python, Hadoop.",Docker|Airflow|Python|Hadoop|Redshift,ITviec,https://itviec.com/job/de037,2026-04-09,2026-04-11
DE038,Junior Data Engineer,Orient Software,Hanoi,15000000.0,33000000.0,VND,0.0,4.0,Full-time,False,"Entry-level Data Engineer responsible for data cleaning, basic data pipeline maintenance, schema migrations, and assisting BI team. Primary technologies include Git, Python, Airflow, Pandas.",Git|Python|Airflow|Pandas|ETL,LinkedIn,https://linkedin.com/jobs/de038,2025-05-05,2025-05-10
DE039,Senior Data Engineer,Viettel Telecom,Hanoi,60000000.0,78000000.0,VND,5.0,9.0,Full-time,False,"Design highly available, cost-effective data pipelines and lakehouse solutions. Drive data engineering standards, monitoring, and infrastructure as code. Primary technologies include SQL, AWS, Spark, dbt.",SQL|AWS|Spark|dbt|GCP|Airflow|Snowflake|Flink,ITviec,https://itviec.com/job/de039,2024-11-27,2024-12-02
DE040,Data Engineer,MB Bank,Ho Chi Minh City,28000000.0,53000000.0,VND,3.0,6.0,Full-time,False,"Responsible for building and operating real-time and batch data infrastructure, ensuring low latency, data integrity, and high reliability. Primary technologies include Kafka, Airflow, PostgreSQL, Docker.",Kafka|Airflow|PostgreSQL|Docker|AWS|Databricks|SQL,TopDev,https://topdev.vn/job/de040,2025-10-21,2025-10-26
DE041,Junior Data Engineer,SSI Securities,Ho Chi Minh City,12000000.0,40000000.0,VND,0.0,1.0,Full-time,False,"Develop, test and support data integration workflows using Python and SQL. Great opportunity to learn big data technologies and cloud infrastructure. Primary technologies include PostgreSQL, Python, ETL, Pandas.",PostgreSQL|Python|ETL|Pandas|MySQL|SQL|AWS,TopDev,https://topdev.vn/job/de041,2024-08-30,2024-09-03
DE042,Data Engineer,Line Vietnam,Hanoi,25000000.0,45000000.0,VND,3.0,4.0,Full-time,False,"Build robust batch and stream processing pipelines using Spark, Airflow, and Cloud data services. Collaborate with data scientists and analysts to provide clean datasets. Primary technologies include Kubernetes, PostgreSQL, Airflow, Azure.",Kubernetes|PostgreSQL|Airflow|Azure|Python|SQL|Kafka|BigQuery,ITviec,https://itviec.com/job/de042,2026-05-14,2026-05-19
DE043,Junior Data Engineer,Prudential Vietnam,Da Nang,13000000.0,36000000.0,VND,0.0,2.0,Full-time,False,"Develop, test and support data integration workflows using Python and SQL. Great opportunity to learn big data technologies and cloud infrastructure. Primary technologies include dbt, Docker, Airflow, Git.",dbt|Docker|Airflow|Git|SQL|PostgreSQL|AWS|Pandas,TopDev,https://topdev.vn/job/de043,2025-04-27,2025-05-01
DE044,Analytics Engineer,Manulife Vietnam,Ho Chi Minh City,26000000.0,49000000.0,VND,3.0,7.0,Full-time,True,"Partner with product managers and business stakeholders to design dimensional models and deliver actionable analytical datasets across the organization. Primary technologies include Tableau, PostgreSQL, Snowflake, BigQuery.",Tableau|PostgreSQL|Snowflake|BigQuery|Git|Data Modeling|Metabase|dbt|Python,ITviec,https://itviec.com/job/de044,2025-07-18,2025-07-20
DE045,Data Engineer,Masan Group,Ho Chi Minh City,31000000.0,42000000.0,VND,3.0,5.0,Full-time,True,"Manage enterprise ETL/ELT pipelines, dimensional data modeling (Kimball), data quality automation, and performance tuning on cloud databases. Primary technologies include SQL, BigQuery, Docker, Python.",SQL|BigQuery|Docker|Python|Spark|AWS,TopDev,https://topdev.vn/job/de045,2026-06-19,2026-06-21
DE046,Senior Data Engineer,Renesas Design Vietnam,Hanoi,47000000.0,61000000.0,VND,5.0,8.0,Full-time,False,"Lead the technical design and architectural evolution of enterprise data lakes and data streaming infrastructure for millions of daily active users. Primary technologies include SQL, BigQuery, Kubernetes, Flink.",SQL|BigQuery|Kubernetes|Flink|Databricks|Kafka|Snowflake|Spark|AWS,ITviec,https://itviec.com/job/de046,2026-04-29,2026-04-30
DE047,Data Engineer,Masan Group,Hanoi,29000000.0,55000000.0,VND,3.0,5.0,Full-time,False,"Build robust batch and stream processing pipelines using Spark, Airflow, and Cloud data services. Collaborate with data scientists and analysts to provide clean datasets. Primary technologies include dbt, SQL, Kubernetes, GCP.",dbt|SQL|Kubernetes|GCP|Hadoop|Python|AWS|Docker,ITviec,https://itviec.com/job/de047,2025-11-18,2025-11-22
DE048,Data Engineer,TCBS,Hanoi,,,VND,3.0,6.0,Full-time,False,"Build robust batch and stream processing pipelines using Spark, Airflow, and Cloud data services. Collaborate with data scientists and analysts to provide clean datasets. Primary technologies include SQL, Redshift, Docker, Airflow.",SQL|Redshift|Docker|Airflow|dbt|Spark,ITviec,https://itviec.com/job/de048,2024-11-19,2024-11-20
DE049,Data Engineer,OCB,Ho Chi Minh City,,,VND,2.0,3.0,Full-time,False,"Manage enterprise ETL/ELT pipelines, dimensional data modeling (Kimball), data quality automation, and performance tuning on cloud databases. Primary technologies include dbt, Airflow, Python, Hive.",dbt|Airflow|Python|Hive|AWS|SQL|Snowflake,TopDev,https://topdev.vn/job/de049,2025-10-02,2025-10-04
DE050,Data Engineer,Home Credit Vietnam,Ho Chi Minh City,,,VND,3.0,5.0,Full-time,False,"Build robust batch and stream processing pipelines using Spark, Airflow, and Cloud data services. Collaborate with data scientists and analysts to provide clean datasets. Primary technologies include Docker, Redshift, Hive, Python.",Docker|Redshift|Hive|Python|Spark,LinkedIn,https://linkedin.com/jobs/de050,2026-04-15,2026-04-16
DE051,Big Data Engineer,VinFast,Hanoi,35000000.0,65000000.0,VND,3.0,7.0,Full-time,False,"Build and scale massive distributed storage and processing systems handling terabytes to petabytes of structured and semi-structured log data. Primary technologies include Elasticsearch, Scala, Kafka, Python.",Elasticsearch|Scala|Kafka|Python,LinkedIn,https://linkedin.com/jobs/de051,2025-01-12,2025-01-16
DE052,Senior Data Engineer,Prudential Vietnam,Ho Chi Minh City,49000000.0,62000000.0,VND,4.0,8.0,Full-time,False,"Spearhead large-scale data platform modernization, mentor junior data engineers, enforce best practices in CI/CD, data governance, and distributed computing. Primary technologies include Spark, BigQuery, SQL, Docker.",Spark|BigQuery|SQL|Docker|Databricks|ClickHouse|dbt|GCP,TopDev,https://topdev.vn/job/de052,2026-06-30,2026-07-04
DE053,Analytics Engineer,Hybrid Technologies,Ho Chi Minh City,25000000.0,49000000.0,VND,3.0,7.0,Full-time,True,"Bridge the gap between data engineering and business analytics. Transform raw transactional data into clean, well-documented, test-driven data models using dbt and SQL. Primary technologies include dbt, Data Modeling, Snowflake, Tableau.",dbt|Data Modeling|Snowflake|Tableau|PostgreSQL|BigQuery,TopDev,https://topdev.vn/job/de053,2026-03-30,2026-04-04
DE054,Lead Data Engineer,Shinhan Bank Vietnam,Ho Chi Minh City,90000000.0,114000000.0,VND,7.0,8.0,Part-time,False,"Provide strategic leadership and architectural oversight for the entire data engineering department. Align data strategy with overarching corporate objectives. Primary technologies include AWS, Presto, Airflow, Data Governance.",AWS|Presto|Airflow|Data Governance,ITviec,https://itviec.com/job/de054,2025-03-06,2025-03-11
DE055,Data Engineer,BAP Software,Ho Chi Minh City,30000000.0,59000000.0,VND,2.0,5.0,Full-time,False,"Design, implement and maintain end-to-end scalable data pipelines and modern data warehouse solutions supporting high-volume business operations. Primary technologies include Hadoop, BigQuery, SQL, Redshift.",Hadoop|BigQuery|SQL|Redshift|Python|AWS,ITviec,https://itviec.com/job/de055,2026-03-18,2026-03-19
DE056,Analytics Engineer,One Mount Group,Hanoi,28000000.0,50000000.0,VND,2.0,6.0,Full-time,True,"Build analytics-ready data marts, manage semantic layers, automate BI dashboards, and maintain high standards of data governance. Primary technologies include Git, dbt, Airflow, Tableau.",Git|dbt|Airflow|Tableau|SQL|Data Modeling,TopDev,https://topdev.vn/job/de056,2026-05-13,2026-05-16
DE057,Junior Data Engineer,NAB Innovation Centre Vietnam,Hanoi,12000000.0,42000000.0,VND,0.0,3.0,Part-time,False,"Develop, test and support data integration workflows using Python and SQL. Great opportunity to learn big data technologies and cloud infrastructure. Primary technologies include Git, SQL, Python, Pandas.",Git|SQL|Python|Pandas|Spark|ETL|PostgreSQL,LinkedIn,https://linkedin.com/jobs/de057,2026-04-22,2026-04-26
DE058,Data Engineer,NashTech,Ho Chi Minh City,24000000.0,53000000.0,VND,2.0,6.0,Full-time,False,"Responsible for building and operating real-time and batch data infrastructure, ensuring low latency, data integrity, and high reliability. Primary technologies include Kubernetes, Airflow, dbt, Python.",Kubernetes|Airflow|dbt|Python|PostgreSQL|SQL,ITviec,https://itviec.com/job/de058,2026-05-16,2026-05-17
DE059,Junior Data Engineer,Naver Vietnam,Ho Chi Minh City,15000000.0,28000000.0,VND,0.0,4.0,Full-time,False,"Participate in building and optimizing basic data ingestion pipelines. Work closely with senior engineers to transform raw operational datasets into analytical tables. Primary technologies include ETL, MySQL, Pandas, Python.",ETL|MySQL|Pandas|Python|Git|SQL|AWS,TopDev,https://topdev.vn/job/de059,2026-07-29,2026-08-03
DE060,Data Engineer,MSB,Hanoi,32000000.0,47000000.0,VND,2.0,5.0,Full-time,False,"Responsible for building and operating real-time and batch data infrastructure, ensuring low latency, data integrity, and high reliability. Primary technologies include Hive, dbt, Spark, Docker.",Hive|dbt|Spark|Docker|SQL|Azure,ITviec,https://itviec.com/job/de060,2024-11-25,2024-11-30
DE061,Data Engineer,VIB Bank,Hanoi,23000000.0,48000000.0,VND,3.0,6.0,Full-time,False,"Responsible for building and operating real-time and batch data infrastructure, ensuring low latency, data integrity, and high reliability. Primary technologies include Spark, Docker, Kubernetes, PostgreSQL.",Spark|Docker|Kubernetes|PostgreSQL|Kafka|Hive|Python|AWS,TopDev,https://topdev.vn/job/de061,2026-08-17,2026-08-21
DE062,Data Engineer,Mobile World Group,Hanoi,27000000.0,39000000.0,VND,2.0,5.0,Full-time,False,"Design, implement and maintain end-to-end scalable data pipelines and modern data warehouse solutions supporting high-volume business operations. Primary technologies include SQL, Docker, dbt, Python.",SQL|Docker|dbt|Python|AWS|Kubernetes|Hive|Spark,TopDev,https://topdev.vn/job/de062,2025-03-22,2025-03-23
DE063,Senior Data Engineer,Rakuten Vietnam,Ho Chi Minh City,55000000.0,70000000.0,VND,4.0,8.0,Full-time,False,"Architect and optimize high-throughput distributed data systems using Apache Spark, Kafka, and Snowflake/Databricks with strict SLAs. Primary technologies include dbt, GCP, AWS, SQL.",dbt|GCP|AWS|SQL|Databricks|Spark|Terraform|Scala|Flink,VietnamWorks,https://vietnamworks.com/job/de063,2026-06-09,2026-06-11
DE064,Data Engineer,NAB Innovation Centre Vietnam,Can Tho,32000000.0,47000000.0,VND,3.0,7.0,Full-time,False,"Build robust batch and stream processing pipelines using Spark, Airflow, and Cloud data services. Collaborate with data scientists and analysts to provide clean datasets. Primary technologies include AWS, Redshift, Python, dbt.",AWS|Redshift|Python|dbt,TopDev,https://topdev.vn/job/de064,2026-03-03,2026-03-08
DE065,Data Engineer,Mobile World Group,Ho Chi Minh City,,,VND,2.0,6.0,Contract,True,"Responsible for building and operating real-time and batch data infrastructure, ensuring low latency, data integrity, and high reliability. Primary technologies include Airflow, dbt, Hadoop, Snowflake.",Airflow|dbt|Hadoop|Snowflake|Docker|Spark|AWS,ITviec,https://itviec.com/job/de065,2025-02-01,2025-02-06
DE066,Data Engineer,BIDV,Hanoi,30000000.0,45000000.0,VND,3.0,5.0,Full-time,True,"Responsible for building and operating real-time and batch data infrastructure, ensuring low latency, data integrity, and high reliability. Primary technologies include Spark, BigQuery, Docker, Airflow.",Spark|BigQuery|Docker|Airflow|PostgreSQL|Python,ITviec,https://itviec.com/job/de066,2026-07-02,2026-07-06
DE067,Junior Data Engineer,Suntory PepsiCo Vietnam,Hanoi,12000000.0,35000000.0,VND,0.0,1.0,Full-time,False,"Participate in building and optimizing basic data ingestion pipelines. Work closely with senior engineers to transform raw operational datasets into analytical tables. Primary technologies include Python, SQL, Docker, ETL.",Python|SQL|Docker|ETL|Pandas,LinkedIn,https://linkedin.com/jobs/de067,2026-04-29,2026-05-01
DE068,Senior Data Engineer,VinBigData,Hanoi,58000000.0,69000000.0,VND,5.0,9.0,Full-time,False,"Design highly available, cost-effective data pipelines and lakehouse solutions. Drive data engineering standards, monitoring, and infrastructure as code. Primary technologies include GCP, Snowflake, Flink, dbt.",GCP|Snowflake|Flink|dbt|Python|Spark|Kafka,TopDev,https://topdev.vn/job/de068,2026-08-23,2026-08-27
DE069,Junior Data Engineer,HSBC Vietnam,Ho Chi Minh City,10000000.0,32000000.0,VND,0.0,2.0,Full-time,False,"Participate in building and optimizing basic data ingestion pipelines. Work closely with senior engineers to transform raw operational datasets into analytical tables. Primary technologies include Spark, SQL, Pandas, Linux.",Spark|SQL|Pandas|Linux|Git|dbt|Python,ITviec,https://itviec.com/job/de069,2026-08-10,2026-08-13
DE070,Cloud Data Engineer,DEK Technologies,Can Tho,35000000.0,56000000.0,VND,3.0,6.0,Contract,False,"Architect and implement cloud-native data pipelines, serverless workflows, and infrastructure as code across AWS, Azure, or GCP environments. Primary technologies include Snowflake, Redshift, EMR, Airflow.",Snowflake|Redshift|EMR|Airflow|Docker|Azure,TopDev,https://topdev.vn/job/de070,2025-04-10,2025-04-13
